process,product_name,type,unit,value,product_type,carbon_content,data_source
"acetaldehyde, from ethylene by one-step oxidation",electricity,UTILITIES,kWh,-0.1113334399999999,intermediate,0.0,ihsmarkit
"acetic_anhydride, from acetic acid via ketene",electricity,UTILITIES,kWh,-0.41005981,intermediate,0.0,ihsmarkit
"chlorobenzene, from benzene and chlorine",electricity,UTILITIES,kWh,-0.4792948283924165,intermediate,0.0,ihsmarkit
"acetaldehyde, from ethylene by one-step oxidation",ethylene,RAW MATERIALS,kg,-0.68,intermediate,0.85714,ihsmarkit
"acetic_anhydride, from acetic acid via ketene",heat_high,UTILITIES,MJ,-3.8769768080640006,intermediate,0.0,ihsmarkit
"acetaldehyde, from ethylene by one-step oxidation",nitrogen_liquid,UTILITIES,kg,-0.00894497485,intermediate,0.0,ihsmarkit
"acetic_anhydride, from acetic acid via ketene",nitrogen_liquid,UTILITIES,kg,-0.00688075795,intermediate,0.0,ihsmarkit
"chlorobenzene, from benzene and chlorine",nitrogen_liquid,UTILITIES,kg,-0.0077411698331561,intermediate,0.0,ihsmarkit
"acetaldehyde, from ethylene by one-step oxidation",oxygen_liquid,RAW MATERIALS,kg,-0.4,intermediate,0.0,ihsmarkit
"chlorobenzene, from benzene and chlorine",oxygen_liquid,RAW MATERIALS,kg,-0.0377566919645693,intermediate,0.0,ihsmarkit
"chlorobenzene, from benzene and chlorine",sodium_hydroxide,RAW MATERIALS,kg,-0.2308928149356786,raw_material,0.0,ihsmarkit
"acetaldehyde, from ethylene by one-step oxidation",steam_high,UTILITIES,MJ,-9.504,intermediate,0.0,ihsmarkit
"acetic_anhydride, from acetic acid via ketene",steam_high,UTILITIES,MJ,-10.048000000000002,intermediate,0.0,ihsmarkit
"chlorobenzene, from benzene and chlorine",steam_high,UTILITIES,MJ,-5.526894592581492,intermediate,0.0,ihsmarkit
"chlorobenzene, from benzene and chlorine",sulfuric_acid,RAW MATERIALS,kg,-0.0044231198962127,raw_material,0.0,ihsmarkit
"acetaldehyde, from ethylene by one-step oxidation",water,UTILITIES,kg,-2.58707,raw_material,0.0,ihsmarkit
"chlorobenzene, from benzene and chlorine",water,UTILITIES,kg,-0.0368352533100512,raw_material,0.0,ihsmarkit
"cyclohexane, from benzene by hydrogenation",benzene,RAW MATERIALS,kg,-0.9135857509664488,intermediate,0.9230769230769231,ihsmarkit
"cyclohexane, from benzene by hydrogenation",co2_emission_fossil,EMISSION,kg,0.2136651530148972,emission,0.2727272727272727,ihsmarkit
"cyclohexane, from benzene by hydrogenation",cooling_water,UTILITIES,MJ,-0.4442611870328059,intermediate,0.0,ihsmarkit
"cyclohexane, from benzene by hydrogenation",cyclohexane,PRODUCT,kg,1.0,intermediate,0.857,ihsmarkit
"cyclohexane, from benzene by hydrogenation",electricity,UTILITIES,kWh,-0.0668573849869597,intermediate,0.0,ihsmarkit
"cyclohexane, from benzene by hydrogenation",hydrogen,RAW MATERIALS,kg,-0.0666117853773337,intermediate,0.0,ihsmarkit
"cyclohexane, from benzene by hydrogenation",water,UTILITIES,kg,-0.8995744815609038,raw_material,0.0,ihsmarkit
"dimethyl_terephthalate, from p-xylene by oxidation and esterification",cooling_water,UTILITIES,MJ,-3.2864277873451644,intermediate,0.0,ihsmarkit
"dimethyl_terephthalate, from p-xylene by oxidation and esterification",dimethyl_terephthalate,PRODUCT,kg,1.0,intermediate,0.619,ihsmarkit
"dimethyl_terephthalate, from p-xylene by oxidation and esterification",electricity,UTILITIES,kWh,-0.3288011095133918,intermediate,0.0,ihsmarkit
"dimethyl_terephthalate, from p-xylene by oxidation and esterification",heat_high,UTILITIES,MJ,-4.4731293399916,intermediate,0.0,ihsmarkit
"dimethyl_terephthalate, from p-xylene by oxidation and esterification",methanol,RAW MATERIALS,kg,-0.3969899219264641,intermediate,0.375,ihsmarkit
"dimethyl_terephthalate, from p-xylene by oxidation and esterification",p-xylene,RAW MATERIALS,kg,-0.6234753707133031,intermediate,0.9056603773584906,ihsmarkit
"dimethyl_terephthalate, from p-xylene by oxidation and esterification",water,UTILITIES,kg,-0.0830189661952592,raw_material,0.0,ihsmarkit
